book_title,book_description,book_rating,book_price,book_authors,book_features,book_cover_url
Bizim kəndin nağılları,"Bu kitabda görkəmli uşaq yazıçısı Z.Xəlilin üç hekayə-nağılı verilmişdir. Qara Maya hekayəsi ilk dəfə bu kitabda işıq üzü görür. Hekayələrdə təbiətə, heyvanlara sonsuz sevgi duyulur.",,3.80 AZN,Zahid Xəlil,Yumşaq,https://static.insales-cdn.com/images/products/1/6561/748362145/medium_988368f8-2b92-11ee-a519-503eaa120fc7_1.jpg
İtmiş planet,"Bu fantastik roman dünyanın əkizi olan İtmiş planetə səfər haqqındadır. Kainatın sonsuzluğu, Böyük partlayışdan sonra yaranan qalaktikalar və qalaktikaları əhatə edən planetlər, bu planetlər arasında",,3.80 AZN,Yahya Türkeli,Yumşaq,https://static.insales-cdn.com/images/products/1/6543/748362127/medium_988368fa-2b92-11ee-a519-503eaa120fc7_1.jpg
İpanlar planeti,"Bu nağıl-romanda balaca qəhrəmanımız Adəmin sevimli atı Qanadlı ilə yad planetə getməsindən, oradakı insanlarla tanış olub onlarla birlikdə şər qüvvələrə qarşı mübarizəsindən bəhs olunur. Əsəri",,5.70 AZN,Əziz Sultan,Yumşaq,https://static.insales-cdn.com/images/products/1/6554/748362138/medium_988368f7-2b92-11ee-a519-503eaa120fc7_1.jpg
Balaca şahzadə,"“Balaca şahzadə” təyyarəsi nasazladığına görə səhraya enməyə məcbur olan bir pilotun – elə həyatda da təyyarəçi olan müəllifin fantastik romanıdır. O, təyyarəni düzəldəndə başqa planetdən",,5.23 AZN,Antuan De Sent-Ekzüperi,Yumşaq,https://static.insales-cdn.com/images/products/1/6559/748362143/medium_kitablar-6-200x267.jpg
Meta uşaq və digərləri,"Bu kitabda “Libra kitab” nəşriyyatının“Siz uşaqlar üçün yazın, biz çap edək!” müsabiqəsinə göndərilmiş ən yaxşı 16 nağıl-hekayə toplanmışdır. Müsabiqənin məqsədi yeni-yeni gənc yazarlar ortaya çıxarmaqdır.",,4.28 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/6564/748362148/medium_kitablar-2-200x267.jpg
Kitabları xilas etmək istəyən qız,Anna kitabları və kitabxananı sevir. Kitab oxuduğu zaman çoxlu həyatlar və insanlarla tanış olur. Bəs heç kəsin kitabxanadan götürüb oxumadığı kitablara nə olur? Onları məhv,5,5.23 AZN,Klaus Haqerüp,Yumşaq,https://static.insales-cdn.com/images/products/1/6568/748362152/medium_9e847efd-2b92-11ee-a519-503eaa120fc7_1.jpg
"Oynayaq, öyrənək və böyüyək","Körpənin 0-2 yaş mərhələsi analardan xüsusi qayğı tələb edir. Bu dövrdən etibarən körpələr ətraf mühiti dərk etməyə başlayır, ilkin bilik və bacarıqlara yiyələnirlər. Oyun bu",,14.25 AZN,Nisa Başaran Çöllü,Yumşaq,https://static.insales-cdn.com/images/products/1/6544/748362128/medium_9e847efb-2b92-11ee-a519-503eaa120fc7_1.jpg
Zəngli saatım olmasaydı,Kim saatı icad edib xoruzların çörəyini kəsdi? Kim zamanı nəzarətə götürmək istəyirdi? İlk saatı qoluna taxan kim olub? İlk dəfə saat neçədir sualını kim kimdən,,2.38 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/6552/748362136/medium_e1f131e5-3cf8-11ee-a519-503eaa120fc7_1.jpg
Müller Nyu-Yorkda ( Almanca-Azərbaycanca ),"Müller Nyu-Yorkda/Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə olan səhifənin",5,5.70 AZN,FELIX & THEO,Yumşaq,https://static.insales-cdn.com/images/products/1/3695/748899951/medium_20230914_084808.jpg
Frankeşteyn ( Almanca-Azərbaycanca ),"Frankeşteyn/Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə olan səhifənin qarşısındakı",,5.23 AZN,Meri Şelli,Yumşaq,https://static.insales-cdn.com/images/products/1/3915/748883787/medium_95F60023-2E68-47DA-B223-65C1BC77D75E.jpg
Qum adam ( Almanca-Azərbaycanca),"Qum adam/Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə olan səhifənin",,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/3637/748899893/medium_20230914_084745.jpg
Qonşular ( Almanca-Azerbaycanca ),"Qonşular/Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə olan səhifənin qarşısındakı",5,4.75 AZN,Die Nachbarn,Yumşaq,https://static.insales-cdn.com/images/products/1/3899/748883771/medium_B2F9C604-DFB7-413D-A8C3-27F133E0E4BD.jpg
Ümidsiz ev ( Almanca-Azərbaycanca ),"Umidsiz ev /Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə olan",5,4.75 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/3608/748899864/medium_20230914_084759.jpg
Yaşlı qadının qızılı ( Almanca-Azərbaycanca ),"Yaşlı qadının qızılı /Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə",5,4.75 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/3926/748883798/medium_371A029D-A3BD-41A5-AB56-18BB5AD2F601.jpg
Kompüterin qisası ( Almanca-Azərbaycanca ),"Kompüterin qisası/Bu kitablar seriyası dil səviyyəsinə görə müəyyən edilmiş söz bazasına uyğun olaraq dərəcə-dərəcə, ən asandan ən çətinə xüsusiyyəti odur ki, xarici dildə olan səhifənin",,5.23 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/3933/748883805/medium_C998E8DE-D826-495D-9A01-2782EBB0A0E2.jpg
Vicdan qəbiristanlığı,"Kitabda valideyn himayəsindən məhrum olan uşaqların həyatı, yaşadığı sarsıntılar əsərdə təsirli bir dillə ifadə olunub.",,8.50 AZN,Firəngiz Kərimzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/642/749814402/medium_20230913_135046.jpg
XXI Əsr Üçün 21 Dərs,"Yuval Harari anlaşılması gündən-günə çətinləşən yaşadığımız bu dünyadan yazır. İnsanlıq özünü nüvə müharibəsi, ekoloji fəlakət və texnoloji qəzalar təhlükəsindən necə xilas edə bilər? Yalan xəbərlər",,15.19 AZN,Yuval Noah Harari,Yumşaq,https://static.insales-cdn.com/images/products/1/4339/760312051/medium_Harari.jpg
Homo Deus. Sabahın Qısa Tarixi,“Sapiens: Bəşəriyyətin qısa tarixi” kitabında insanın dünyanı necə fəth etdiyini izah edən Harari “Homo deus”da “sabah başımıza nə gələcək” sualına cavab verməyə çalışır.XX əsrin ikinci,,11.99 AZN,Yuval Noah Harari,Yumşaq,https://static.insales-cdn.com/images/products/1/5217/760312929/medium_33590b72342ffda7afcf102494dea6d9.png
Sapiens.Bəşəriyyətin Qısa Tarixi,"Yüz min il əvvəl Homo sapiens Yer kürəsində yaşayan ən azı altı insan növündən biri idi və ekosistemdə qorilla, yaxud meduza qədər rol oynayan əhəmiyyətsiz",5,11.99 AZN,Yuval Noah Harari,Yumşaq,https://static.insales-cdn.com/images/products/1/5939/760313651/medium_d221fd250688e9d8cf47004cc7189dc8.png
Bizi dayandırmaq olmaz,Biz kimik?  Bu günlərə necə gəldik? Və bizə qarşımıza çıxan bütün maneələri dəf etməyə imkan verən nədir? Afrika savannalarından tutmuş Qrenlandiya buzlaqlarına qədər biz insanlar,5,11.19 AZN,Yuval Noah Harari,Bərk,https://static.insales-cdn.com/images/products/1/6419/760314131/medium_DAYANDIRMAQ_OLMAZ_02.2023_qapaq.jpg
Algorithm (Tuzder),Algorithm (Tuzder),,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7339/644267179/medium_05a4e98b963211eca4fe503eaa120fc7_8e228eefb0df11eca501503eaa120fc7.jpg
Çamlica - Dinozavr,Çamlica - Dinozavr,,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7358/644267198/medium_get-product-image.
Çamlica - Fotoqrafçı Bayquş,Çamlica - Fotoqrafçı Bayquş,,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7370/644267210/medium_get-product-image.
Çamlica  - sor çöz 2,Çamlica  - sor çöz 2,,4.66 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7378/644267218/medium_get-product-image.
Dot ( Tuzder ),Dot ( Tuzder ),,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7389/644267229/medium_9663bca971e811eca4fd503eaa120fc7_3533fe1eb72b11eca501503eaa120fc7.jpg
Draw  (Tuzder),Draw  (Tuzder),,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7396/644267236/medium_9663bcad71e811eca4fd503eaa120fc7_ade58433b73111eca501503eaa120fc7.jpg
Find  ( Tuzder ),Find  ( Tuzder ),,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7398/644267238/medium_05a4e98c963211eca4fe503eaa120fc7_559a5c6fb1a811eca501503eaa120fc7.jpg
Кровавые Годы,"В творчестве Мамед Саида Ордубади (1872-1950), известного азербайджанского писателя, публициста и исследователя истрии, ",,11.90 AZN,М.С.Ордубади,Yumşaq,https://static.insales-cdn.com/images/products/1/4865/537899777/medium_a49ce26d505311eba4d2503eaa128442_2419021db67a11eca501503eaa120fc7.jpg
В орбите слова Низами Гянджеви,"Своеобразие художественного пространства и времени, философско-религиозного восприятия жизни, смерти, бессмертия, социально-эстети- ческое место искусства в жизни героев “Хамсе» – эпического творения Низами Гянджеви ренес- сансного",,16.92 AZN,"Азаде Рустамова, ФАРИДА АЗИЗОВА",Yumşaq,https://static.insales-cdn.com/images/products/1/5319/537900231/medium_c01d1eda359211eca4fc503eaa120fc7_5c098578ae6411eca501503eaa120fc7.jpeg
Coordinate ( Tuzder ),Coordinate ( Tuzder ),,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7400/644267240/medium_05a4e98d963211eca4fe503eaa120fc7_16612abbb0f911eca501503eaa120fc7.jpg
Cube (Tuzder),Cube (Tuzder),,6.18 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7411/644267251/medium_05a4e989963211eca4fe503eaa120fc7_36997888b0f911eca501503eaa120fc7.jpg
Uşaq psixologiyası,"Bu kitab fasilitasiya timsalında uşaqların psixologiyası barədə məlumat əldə edilməsi,  onlarla anlayışlı münasibət yaradılması, problemləri ilə bağlı məlumat sahibi olunması, elementar tədbirlər görülməsi, bununla kifayətlənməyərək,",,10 AZN,Əlövsət Şirinov,Yumşaq,https://static.insales-cdn.com/images/products/1/3050/768814058/medium_1__1_.jpg
Azure Administrator,Azure Administrator  Microsoft Azure platformasını idarə etmək və optimallaşdırmaq üçün hərtərəfli bələdçi təqdim edir. Bu kitabda Azure xidmətlərindən səmərəli istifadə etməklə biznes proseslərinizi təkmilləşdirməyə və,,50 AZN,İzmir Sadıqov,Yumşaq,https://static.insales-cdn.com/images/products/1/1457/768828849/medium_Azure_Administrator.png
Vorkuta Əkizləri,Viktor İvanov Moskva şəhərində yaşıyan və burda illərdir işləyən bir polis kapitanıdır. Bir gün özündən rütbəcə yuxarı rəisi ilə mübahisə etdikdən sonra əsəbləri tab gətirməyib,,8 AZN,Bəhram Əhmədzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/2824/769886984/medium_20230808_141640_0000.png
Oliqarxın qayıdışı,"Müəmmalı vertolyot qəzasında yanıb kül olduğu iddia edilən oliqarx dayısından üç milyard dollarlıq miras almış adi, kasıb jurnalist Rinat Şaripovun başına bir il ərzində çox",,6.72 AZN,Çingiz Abdullayev,Yumşaq,https://static.insales-cdn.com/images/products/1/7624/776535496/medium_oliqarxin-qayidisi-front-book.jpg
Oliqarxın səhvi,"Hər şeyin bir bədəli var. Yaxşılığın da, pisliyin də... Uğurun da, uğursuzluğun da... Zənginliyin də, yoxsulluğun da... Sevginin də, nifrətin də... Tamahın da, səxavətin də...",,6.72 AZN,Çingiz Abdullayev,Yumşaq,https://static.insales-cdn.com/images/products/1/7655/776535527/medium_oliqarxin-sehvi-front-book.png
Oliqarxın varisi,"Qəpiyə güllə atan jurnalist Rinat Şaripovun yuxusuna belə girməzdi ki, nə vaxtsa ona tanımadığı əmisindən miras qalacaq və o, bir günün içində milyarderə çevriləcək. Bahalı",,6.72 AZN,Çingiz Abdullayev,Yumşaq,https://static.insales-cdn.com/images/products/1/7659/776535531/medium_oliqarxin-varisi-front-book.jpg
Oliqarxın vəsiyyətnaməsi,"Milyarderlik hər adama qismət olmur, hər adama dayısından 3 milyard dollar miras da qalmır. Jurnalist Rinat Şaripovun isə bəxti gətirib, o çoxundan daha şanslıdır. Amma...",,6.72 AZN,Çingiz Abdullayev,Yumşaq,https://static.insales-cdn.com/images/products/1/7662/776535534/medium_oliqarxin-vesiyyetnamesi-front-book.jpg
Yalnız özümüzünkülər,Şərq ölkələrindən birinin səfiri Milad bayramını ən yaxın adamları ilə qeyd etmək üçün Londonda gözdən-könüldən uzaq bir malikanədə ziyafət təşkil edir. Səfir Sultanov məclisə yalnız,5,7.57 AZN,Çingiz Abdullayev,Yumşaq,https://static.insales-cdn.com/images/products/1/7666/776535538/medium_yalniz-ozumuzunkuler-front-book.png
İtkin prezident,"Amerikanın başının üstünü qara buludlar alıb. Tezliklə şimşək çaxa, ölkəni yandıra bilər. Bu, baş versə, dünya siyasətinin məcrası dəyişəcək, dünya tamam fərqli bir yer olacaq.",,12.67 AZN,"Bill Klinton, Ceyms Patterson",Yumşaq,https://static.insales-cdn.com/images/products/1/7593/776535465/medium_itkin-prezident-front-book.png
Niyə susursan polkovnik?,"“Doğrular” qəzetinin baş redaktoru Maqsud Qədirli gecə vaxtı polkovnik Qasımlıya zəng edir və onunla görüşmək istədiyini bildirir. Polkovnikdən xahiş edir ki, ertəsi gün səhər onun",,6.72 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/7617/776535489/medium_niye-susursan-polkovnik-front-book.jpg
Seçilmiş cəza,"Bakıda, çoxmərtəbəli binaların birində yaşayan orta yaşlı kişi həyat yoldaşının işə getmək üçün evdən çıxdığı səhər saatlarında, öz mənzilində qəddarcasına qətlə yetirilir. Bəli, bu qətlə",,6.72 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/7614/776535486/medium_secilmis-ceza-front-book.png
21 günə həyatını dəyiş,"“Güzgü işi” Luiza Heyin insanın özü və başqaları ilə daha dərin münasibətlər qura və inkişaf etdirə bilməsi, həmçinin dəyərli və mənalı həyat yaşaması üçün işləyib",,6.72 AZN,Luiza Hey,Yumşaq,https://static.insales-cdn.com/images/products/1/7540/776535412/medium_21-gune-heyatini-deyis-front-book.jpg
"""Hə"" cavabına gedən yol. Məğlubiyyətsiz danışıqlar",Müasir dövrümüzün əsas biznes kitablarından sayılan ““Hə” cavabına gedən yol” əsəri milyonlarla insana daha yaxşı danışıqlar aparmağın yollarını öyrənməkdə yardımçı olub. Bütün səviyyələrdə danışıqlar və,,7.57 AZN,"Rocer Fişer, Uilyam Yuri",Yumşaq,https://static.insales-cdn.com/images/products/1/7669/776535541/medium_he-cavabina-geden-yol-meglubiyyetsiz-danisiqlar-front-book.jpg
"Hər şeyə rəğmən həyata ""HƏ"" demək","Müəllifin beynəlxalq səviyyəli “İnsan məna axtarışında” bestsellerinin rəf yoldaşı olan, yenidən kəşf olunmuş bu şah əsər qaranlıqda sizə bələdçilik edəcək. Viktor E. Frankl nasist cəza",,5.87 AZN,Viktor Frankl,Yumşaq,https://static.insales-cdn.com/images/products/1/7681/776535553/medium_her-seye-regmen-heyata-he-demek-front-book.jpg
İçimizdəki meymun,"“Savaşın, zorakılığın olmadığı bir dünyada yaşamaq istəyirik” deyənlərə bunun “insan təbiəti”nə zidd olduğunu söyləyirlər. Doğrudanmı, belədir? İnsan savaşmaq, zorakılıq etmək üçünmü yaradılıb? Məşhur primatoloq Frans",,9.27 AZN,Frans de Vaal,Yumşaq,https://static.insales-cdn.com/images/products/1/7553/776535425/medium_icimizdeki-meymun-front-book.jpg
Sonra,"“Məftunedicidir... Ölümdən sonra baş verənlərlə bağlı tədqiqatlara böyük töhfədir və tezliklə ölüməyaxın təcrübələrin tədqiqi sahəsində klassik əsərə çevriləcək”. Reymond Mudi, “Life After Life” bestsellerinin müəllifi",,10.12 AZN,Bryus Qreyson,Yumşaq,https://static.insales-cdn.com/images/products/1/7642/776535514/medium_sonra-front-book.jpg
Natamam portret,"Aqata Kristinin “Meri Vestmakot” imzası ilə nəşr edilmiş qeyri-detektiv romanları da var. Onların hamısı, o cümlədən əlinizdəki “Natamam portret” romanı yarıbioqrafik əsərlərdir. Bu əsərlər Aqata",5,8.42 AZN,Aqata Kristi,Yumşaq,https://static.insales-cdn.com/images/products/1/7611/776535483/medium_natamam-portret-front-book.jpg
Əbədiyaşar məhəbbət,"Görkəmli adamların, nəhəng şəxsiyyətlərin “qalstuksuz” həyatı barədə oxumaq təkcə çox maraqlı deyil, həm də son dərəcə faydalıdır. Xüsusilə də əgər bu böyük şəxsiyyətin ailəsi ən",,12.67 AZN,Elmira Axundova,Yumşaq,https://static.insales-cdn.com/images/products/1/7585/776535457/medium_ebediyasar-mehebbet-front-book.jpg
Eynşteynin yuxuları,"Albert Eynşteynin 1905-ci ildə İsveçrədə Patent İdarəsində işləyərkən gördüyü yuxuların “bədii kollajı”ndan ibarət olan “Eynşteynin yuxuları” romanı müasir klassikanın bir nümunəsidir. Hər kəsdən fərqlənən, qəribə",,5.87 AZN,Alan Laytman,Yumşaq,https://static.insales-cdn.com/images/products/1/7635/776535507/medium_eynsteynin-yuxular-front-book.png
Azərbaycan müasir incəsənəti,"Azərbaycan müasir incəsənət səhnəsi dinamik və inkişaf edən icmadan ibarətdir. Bu təmayülün yarandığı 90-cı illərdən bugünədək azərbaycanlı rəssamlar həm ölkə hüdudları daxilində, həm də qlobal",,42.42 AZN,Lesley Gray,Bərk,https://static.insales-cdn.com/images/products/1/7548/776535420/medium_azerbaycan-muasir-inceseneti-front-book.jpg
