book_title,book_description,book_rating,book_price,book_authors,book_features,book_cover_url
Yaquar pəncəsi,"“Yaquar pəncəsi” Zemfira Ziyadqızının “Hu-man”dan sonradərc olunan 2-ci kitabıdır. “Yaradılış”ın məsnəviyə çəkilmiş nəzmidir.Yaradılış kitabında bu hadisələr 5-10 misralıq kiçikhekayələr kimi yazılsa da müəllif öz təxəyyülündə,",5,11.20 AZN,Zemfira Ziyadqızı,Yumşaq,https://static.insales-cdn.com/images/products/1/5658/745100826/medium_YAQUAR_qapaq.jpg
İradə tərbiyəsi,Tərbiyəçi Jül Payot “İradə tərbiyəsi” kitabında tənbəllikdən uzaq sağlam düşüncəni necə yarada biləcəyimizi izah edir. İstədiyimiz həyata çatmaq üçün səylərimizi heç vaxt dayandırmamağı və ən ,5,5.59 AZN,Jül Payot,Yumşaq,https://static.insales-cdn.com/images/products/1/6159/745101327/medium_IRADE_TERBIYESI_qapaq.jpg
"Siz, uşağınız və məktəb","Hər yerdə valideynlər övladlarının təhsili ilə bağlı çox narahatdırlar, xüsusən də təhsilin siyasətin və mübahisələrin minalanmış sahəsinə çevrildiyi indiki dövrdə.  Dünyanın ən nüfuzlu pedaqoqlarından biri",5,7.99 AZN,Ken Robinson,Yumşaq,https://static.insales-cdn.com/images/products/1/2657/745327201/medium_SIZ__USHAGINIZ_VE_MEKTEB_qapaq.jpg
Jül Vern,"Bu povest məşhur fransız yazıçısı, elmi-fantastik roman janrınınbanisi Jül Vern haqqındadır. Kitabda Jül Vernin ağır həyatındanvə müasirlərini elmi uzaqgörənliyi ilə heyran etmişyaradıcılıq hünərindən danışılır. Sovet",5,9.59 AZN,E. Brandis,Bərk,https://static.insales-cdn.com/images/products/1/1614/745334350/medium_JUL_VERN_sert_qapaq.jpg
Hind fəlsəfəsinə giriş,"S.Çatterci və D.Datta «Hind fəlsəfəsinə giriş» kitabında hind fəlsəfəsinin milli xüsusiyyətlərini müəyyən etməyə, onun nəzəri tərəflərini vurğulamağa və fəlsəfi problemlərini işıqlandırmağa çalışmışlar.Müəlliflər qədim hind fəlsəfəsindəki çoxsaylı məktəblərin fikirlərini mümkün",5,10.39 AZN,S.Çatterci və D.Datta,Yumşaq,https://static.insales-cdn.com/images/products/1/6707/742136371/medium_HIND_FELSEFESINE_GIRISH_qapaq.jpg
Cəmiyyət. Şəxsiyyət. Təhsil. Din,"“Cəmiyyət. Şəxsiyyət. Təhsil. Din” kitabında Azərbaycanındövlətçilik ənənələri, ən yeni dövr Azərbaycan tarixi və bu dövrüngörkəmli şəxsiyyətlərinin fəaliyyətləri, digər dövlətlərlə əlaqələr,dövlə–din münasibətləri, milli-mənəvi dəyərlərimiz, din təhsilinintarixi,",5,8 AZN,Ceyhun Məmmədov,Yumşaq,https://static.insales-cdn.com/images/products/1/7606/740548022/medium_CEMIYYET_SHEXSIYYET_qapaq.jpg
10-a qədər çıxa bilirəm,,5,2.39 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/4834/740553442/medium_10A_QEDER_CIXA_BILIREM_qapaq.jpg
10-a qədər toplaya bilirəm,,5,2.39 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/6540/740555148/medium_10A_QEDER_TOPLAYA_BILIREM_qapaq.jpg
Fiqurları tanıyıram,,5,2.39 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/7609/740556217/medium_FIGURLARI_TANIYIRAM_qapaq.jpg
Hərfləri tanıyıram,,5,2.39 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/4109/740782093/medium_HERFLERI_BILIREM_qapaq.jpg
Valideynlərin ən sevimli dostu,Bizi xoşbəxt edənləri xoşbəxt böyüdə bilirikmi? XIX əsrin böyük mütəfəkkiri Viktor Hugo deyirdi <span style=,5,8 AZN,Siyavuş Quliyev,Yumşaq,https://static.insales-cdn.com/images/products/1/7166/742128638/medium_VALIDEYNLERIN_DOSTU_qapaq.jpg
İtkin qız,"Evli cütlük ailə həyatının beşinci ildönümünü qeyd etməyəhazırlaşır, amma qəfildən qadın müəmmalı şəkildə yoxa çıxır.Evdə mübarizə getdiyinə dair dəlillər, kiminsə aydın şəkildə silməyəçalışdığı qan izləri",5,13.59 AZN,Gillian Flinn,Yumşaq,https://static.insales-cdn.com/images/products/1/1695/738403999/medium_ITKIN_QIZ_qapaq.jpg
Xoşbəxt çağlarım,Seselia Ahernin ,5,10.39 AZN,Seselia Ahern,Yumşaq,https://static.insales-cdn.com/images/products/1/110/738410606/medium_XOSHBEXT_CAGLARIM_qapaq.jpg
Oliver Tvistin macəraları,Oliver Tvist kasıb bir evdə doğulmuş kimsəsiz uşaqdır. Daha çox yemək istəmək cəsarəti onun qapının ağzına qoyulmasına gətirib çıxarır. İndi həyatda təkdir. Yaşamaq üçün başladığı,5,11.99 AZN,Çarlz Dikkens,Yumşaq,https://static.insales-cdn.com/images/products/1/899/738296707/medium_OLIVER_TVIST_qapaq_yeni_dizayn.jpg
Dahilər və eşqləri,"Musiqi, rəssamlıq, ədəbiyyat, siyasət və elm sahələrindəki dahi insanların sevgi həyatı hamı üçün maraqlıdır. Kitab geniş oxucu kütləsinin bu marağını nəzərə alıb. Hətta bu dahilərin",5,23.99 AZN,Özcan Ərdoğan,Bərk,https://static.insales-cdn.com/images/products/1/7559/738385287/medium_DAHILER_VE_ESHQLERI_qapaq.jpg
110 Nəsnə,Bu kitab yüz on məsələ haqqında Niyazi Mehdinin üç illik düşüncələrini özündə toplayıb.  Müəllif o məsələlərin hər biri haqqında yeni ideya və ya əski,5,5.59 AZN,Niyazi Mehdi,Yumşaq,https://static.insales-cdn.com/images/products/1/1810/735848210/medium_2020-05-08-00-16-301588882590.jpg
Məntiqi uşaq tapmacaları,"Tapmacalar ağıl, nitqi və təxəyyülü öyrədir. Bu kitabda uşaqları ətraf aləm, heyvanlar, təbiət və insanlar haqqında bir-birindən maraqlı tapmacalar gözləyir. ",5,3.19 AZN,Xoşqədəm Cəbrayıloğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/3422/735849822/medium_MENTIQI_TAPMACALAR_qapaq.jpg
Nobel qardaşları,"Kitab Nobel qardaşlarının həyatını və fəaliyyətini işıqlandırır.  İsveçli ixtiraçılar nəhəng sənaye imperiyalarını necə yaratdılar? Nobellər təkcə uğurlu sahibkar deyildilər, həm də işçilərə fərqli münasibətgöstərməklə yeni bir",5,24 AZN,Benqt Yanqfeldt,Bərk,https://static.insales-cdn.com/images/products/1/1966/738289582/medium_NOBEL_qapaq_tesdiqli_172x245_son.jpg
Dahi (yeni),"Əsər Yucin Vitla adlı amerikalı rəssamın taleyindən bəhs edir. Sənətdə düzgün bir yol tutmuş Yucin Vitla öz həqiqi realist mühitindən uzaqlaşaraq pul, dollar hakimiyyəti ilə",5,14.39 AZN,Teodor Drayzer,Yumşaq,https://static.insales-cdn.com/images/products/1/1797/733996805/medium_DAHI_qapaq.jpg
Günəşi oyadaq,“Şəkər portağalı”nın sevimli qəhrəmanıZeze yenə qarşınızdadır.Onun gözləri yenə par-par parıldayır. Ürəyi yenə sevgiilə doludur. Bir qədər böyümüş uşaq bəzən kədərlənir. Zezevarlı ailə tərəfindən övladlığa götürülüb.,5,11.99 AZN,Jose Mauro de Vasconcelos,Yumşaq,https://static.insales-cdn.com/images/products/1/57/734019641/medium_GUNESHI_OYADAQ_qapaq.jpg
Vəba gecələri,Orxan Pamukun 5 ildir üzərində çalışdığı ,5,15.99 AZN,Orxan Pamuk,Yumşaq,https://static.insales-cdn.com/images/products/1/5118/734032894/medium_VEBA_GECELERI_qapaq.jpg
Xatirələrim,"Dövrünün görkəmli ictimai xadimi, zadəgan-ziyalı təbəqənin ən ünlü qadın təmsilçisi, xeyriyyəçi və maarifçi<span style=",5,9.59 AZN,Həmidə xanım Cavanşir,Yumşaq,https://static.insales-cdn.com/images/products/1/731/730768091/medium_XATIRELERIM_qapaq.jpg
Drakula (azərbaycanca),"İrland yazıçısı, romançı, qısa hekayələr müəllifi və teatr tənqidçisikimi xatırlanan Brem Stokerin məşhur “Drakula” romanı ilk dəfə 1897-ciildə, İngiltərədə çap olunub. Epistolyar roman janrında qələmə",5,11.99 AZN,Brem Stoker,Yumşaq,https://static.insales-cdn.com/images/products/1/1181/730768541/medium_DRAKULA_qapaq.jpg
Persi Cekson və sonuncu olimpli,"Olimp təhlükə altındadır! Böyük bir titan ordusu toplayanKronos, Olimpi ələ keçirmək və məhv etmək istəyir. Planınıdəqiq həyata keçirmək üçün Titan diqqəti yayındırır və Tifonuazad edir.",5,8.79 AZN,Rik Riordan,Yumşaq,https://static.insales-cdn.com/images/products/1/2320/730769680/medium_PERSI_CEKSON_5_qapaq.jpg
Hitopadişa və ya xeyirli öyüdlər,"“Hitopadişa” məcmuəsi Sanskrit dilində (qədim və orta əsr Hindistanınındilində) yazılmış və eramızın VI-XIV əsrləri arasında daha qədimvə məşhur “Pançatantra” məcmuəsi əsasında tərtib edilmişdir. Bəzi əlyazmalarınagörə,",5,7.99 AZN,,Bərk,https://static.insales-cdn.com/images/products/1/2750/730770110/medium_HITOPADISHA_sert_qapaq.jpg
Könülsüz fundamentalist,"Pakistanın Lahor şəhəri. Saqqallı bir adam narahatgörünüşlü bir amerikalı ilə söhbət edir. Qaş qaraldıqcaonların danışığı heyrətamiz çalar alır və bizi ÇingizinAmerika xəyalının gerçəkləşməsi, Çingizi deyil,",5,5.92 AZN,Mohsin Hamid,Yumşaq,https://static.insales-cdn.com/images/products/1/3999/730771359/medium_KONULSUZ_FUNDAMENTALIST_qapaq.jpg
Buzlu nabat satan,“Buzlu nabat satan” romanı Bapsi Sidvanın uşaqlıq xatirələrinəəsaslanır və Hindistan yarımadasının iki ölkə arasındaparçalanması zamanı baş verən ağrılı hadisələrdən bəhs edir.Yazıçı milyonlarla insanın həyatını alt-üst,5,12.79 AZN,Bapsi Sidva,Yumşaq,https://static.insales-cdn.com/images/products/1/5551/730772911/medium_BUZLU_NABAT_SATAN_qapaq.jpg
Seçmə hekayələr. Andrey Platonov,"Kitaba daxil edilən hekayələrin qəhrəmanları müharibədövrünün insanlarıdır. Aclıq, yoxsulluq, məhrumiyyətlərbu insanların əzmini, iradəsini, sabaha ümidiniqıra bilmir. Güclü tufan, qasırğa dənizin dibini üzə çıxardığıkimi xalqların həyatında",5,3.99 AZN,Andrey Platonov,Yumşaq,https://static.insales-cdn.com/images/products/1/7756/730775116/medium_PLATONOV_SECME_HEKAYELER_qapaq.jpg
Havel. Bir həyatın hekayəti,"Kitab əvvəlcə siyasi təfriqəçiyə çevrilmiş, daha sonra könülsüzolaraq prezident seçilmiş, beynəlxalq aləmdə uğur qazanmışdramaturq Vaslav Havelin həyat hekayətindən bəhs edir.Məxməri İnqilab və müasir Çex Respublikasındakı",5,14.39 AZN,Maykl Zantovski,Yumşaq,https://static.insales-cdn.com/images/products/1/198/730775750/medium_HAVEL_qapaq.jpg
Qızıl gələcək,"Çağdaş zamanın mənəvi ustadlarından olan Oshoözündən sonra böyük irs qoyub gedib. İnsanın mənəvi inkişafına,həqiqət axtarışına hesablanmış kitabları, praktikvəsaitləri bütün dünyada böyük maraqla qarşılanır. Sizətəqdim etdiyimiz",5,4.79 AZN,Osho,Yumşaq,https://static.insales-cdn.com/images/products/1/1051/730776603/medium_QIZIL_GELECEK_qapaq.jpg
Ölüm adası,"Miss Marpl Karib sahilində oturub günəşlənərkən birazpeşmançılıq hissi keçirirdi. Düzdür, günəşlənmək onun revmatizminəyaxşı təsir bağışlayırdı, lakin bu cənnət məkanda qəribəheç nə baş vermirdi və bu",5,7.99 AZN,Aqata Kristi,Yumşaq,https://static.insales-cdn.com/images/products/1/8116/711360436/medium_OLUM_ADASI_qapaq.jpg
Ostende xəyalpərəsti,Sevgilisindən ayrılan gənc ruhi sarsıntı keçirir. O özünə gəlməküçün Şimal dənizi sahilindəki əfsanəvi şəhər Ostendeyə sığınır.Anna adlı tənha bir qadının evində otaq kirayələyir. Evsahibəsi həyatının,5,9.59 AZN,Erik Emmanuel Şmitt,Yumşaq,https://static.insales-cdn.com/images/products/1/6488/711383384/medium_OSTENDE_XEYALPERESTI_qapaq.jpg
Səyyah Marko Polo,"“Səyyah Marko Polo” “Pioner – birinci deməkdir” seriyasındanAzərbaycan dilinə tərcümə edilən ilk kitabdır. Bu silsilədənnəşr olunan əsərlərdə tədqiq edilməmiş yerlərə ilk dəfəqədəm basanlardan, cəsur insanlardan",5,7.99 AZN,Viktor Şklovski,Yumşaq,https://static.insales-cdn.com/images/products/1/971/711713739/medium_MARKO_POLO_qapaq.jpg
Bahar mehi,"“Bahar mehi” Cənubi Azərbaycan və İran tarixinin indiyədək gizli qalmış ən möhtəşəm, hüznlü və ağrılı hekayəsindən bəhs edir. Real hadisələr əsasında qələmə alınmış əsərdə bir￾birini izləyən",5,7.99 AZN,İlkin Rüstəmzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/2124/707143756/medium_BAHAR_MEHI_qapaq.jpg
Dirilən adamın düşüncələri,Fazil Mustafanın ,5,11.19 AZN,Fazil Mustafa,Yumşaq,https://static.insales-cdn.com/images/products/1/7750/710876742/medium_DIRILEN_ADAM_qapaq.jpg
Vay... vay... Türkmənçay,"Mehriban Vəzirin “Vay... vay... Türkmənçay” tarixi romanı 1828-ci ildə Qacarsəltənəti ilə rus imperiyası arasında bağlanmış “TürkmənçayMüqaviləsi”nin tarixi, milli, mənəvi, demoqrafik fəsadlarındanbəhs edir. Əsərdə rus missiyasının",5,11.19 AZN,Mehriban Vəzir,Yumşaq,https://static.insales-cdn.com/images/products/1/8089/710877081/medium_VAY_TURKMENCAY_qapaq.jpg
Yaxşı qızların pis taleyi,"“Sən çox yaxşı qızsan” − bu ifadə qulağa necədə xoş gəlir.Çünki biz yaxşı olunca hər şeyin də yaxşı olacağınıdüşünürük.Təbii ki, ilk baxışdan başqalarının xoşuna gəlməkistəyi",5,10.40 AZN,Nizamova Fidan,Yumşaq,https://static.insales-cdn.com/images/products/1/974/710878158/medium_YAXSHI_QIZLAR_qapaq.jpg
Atamın həyat yoldaşı,"Şəhriyar Del Geraninin “Atamın həyat yoldaşı” kitabı ayrı-ayrı yazılardan ibarət olsada, daxili harmoniyası, ritmi, müəllif iradəsi və öz sözüolan kitabdır. Buradakı yazılar və hadisələr müəllifin",5,8 AZN,Şəhriyar Del Gerani,Yumşaq,https://static.insales-cdn.com/images/products/1/1940/710879124/medium_HEYAT_YOLDASHI_qapaq.jpg
Qızıl ev,Salman Rüşdinin ,5,14.39 AZN,Salman Rushdie,Yumşaq,https://static.insales-cdn.com/images/products/1/2962/710880146/medium_QIZIL_EV_qapaq.jpg
Darıxmağın adı,"Şəhriyar həbsxanaya düşüb azadlığını itirəndə də,həyata düşüb anasını itirəndə də onu ədəbiyyat qazanıb.O, sözün bütün mənalarında tək olmağı bacaranşairdir. Mənim qədər tənhalığı sevən bir adam",5,8 AZN,Şəhriyar Del Gerani,Yumşaq,https://static.insales-cdn.com/images/products/1/3579/710880763/medium_DARIXMAGIN_ADI_qapaq.jpg
Uzaq adamlar,"“Uzaq adamlar” bədii intonasiya etibarilə şeir-romandır.Bu hansısa tanış əhvalı, qoxunu, səsi xatırladannostalji, atmosfer romanından nə vaxtsa ətraflı bəhsetmək imkanım olsa, yaddaşın əsas reseptoru olan qoxuların\ətirlərin",5,7.99 AZN,Hədiyyə Şəfaqət,Yumşaq,https://static.insales-cdn.com/images/products/1/4267/710881451/medium_UZAQ_ADAMLAR_qapaq.jpg
İran yazıları,,5,5.59 AZN,Məhəmməd Əmin Rəsulzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/5007/710882191/medium_IRAN_YAZILARI_qapaq.jpg
Nitsşe ağlayanda,"Yalom psixoterapiyanın yaranması haqqında mükəmməlroman yazmışdır. O, XIX əsrin sonlarında Vyanada baş verənhadisənin mahiyyətini düşünüb tapmış və uydurduğu hekayəyəreal qəhrəmanlar gətirmişdir. Fridrix Nitsşe rus gözəli",5,14.39 AZN,Irvin D. Yalom,Yumşaq,https://static.insales-cdn.com/images/products/1/6680/710883864/medium_NITSHE_AGLAYANDA_qapaq.jpg
"Həyat davam edir ( ""Avqust"" trilogiyasının üçüncü romanı)",“Həyat davam edir” Knut Hamsunun ,5,9.99 AZN,Knut Hamsun,Yumşaq,https://static.insales-cdn.com/images/products/1/810/710886186/medium_HEYAT_DAVAM_EDIR_qapaq.jpg
"Avqust ( ""Avqust"" trilogiyasının ikinci romanı)",“Avqust” Knut Hamsunun ,5,9.59 AZN,Knut Hamsun,Yumşaq,https://static.insales-cdn.com/images/products/1/1099/710886475/medium_AVQUST_qapaq.jpg
"Səfillər ( ""Avqust"" trilogiyasının birinci romanı)",“Səfillər” Knut Hamsunun ,5,10.39 AZN,Knut Hamsun,Yumşaq,https://static.insales-cdn.com/images/products/1/1402/710886778/medium_SEFILLER_qapaq.jpg
Evdə və məktəbdə addım-addım montessori təlimi,"Kitab hər cür sosial və iqtisadi mühitdən olan uşaqların bacarıqlarını üzə çıxarmağı hədəf götürüb. Montessori təliminin necə tətbiq olunmasını ətraflı təsvir edir. Bu təlim sistemi təkcə sağlam deyil,",5,8.79 AZN,İrem Savcı Köroğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/6608/705133008/medium_MONTESSORI_TELIMI_qapaq.jpg
Zamanın sınağında,Müəllifin həyat hekayələrindən ibarət olan ,,17 AZN,Cəmil Həsənli,Yumşaq,https://static.insales-cdn.com/images/products/1/3618/702279202/medium_1684318656_2.jpg
İnsan nədir?,"İnsan – yaşamağa məhkum olduğu ab-havanın məcmusudur, yekunudur. İnsan onun və bunun cəmidir, uzun-uzadı və bezdirici şəkildə həyat sıfırına endirilmiş – ehtiraslar və faniliklər dalanına gəlib çatmış –",5,3.19 AZN,Mark Tven,Yumşaq,https://static.insales-cdn.com/images/products/1/5459/702272851/medium_INSAN_NEDIR_qapaq.jpg
Açıq cəmiyyət və onun düşmənləri ( I cild ),Birinci Dünya Müharibəsi zamanı siyasi sürgündə yazılmış və ilk dəfə 1945-ci ildə nəşr olunan “Açıq cəmiyyət və onun düşmənləri” iyirminci əsrin ən təsirli kitablarından biridir.,5,14.39 AZN,Karl Raymund Popper,Yumşaq,https://static.insales-cdn.com/images/products/1/7270/705092710/medium_ACIQ_CEMIYYET_qapaq.jpg
Yol,"Müasir Amerika ədəbiyyatının ən önəmli yazıçılarından biri, Herman Melvil və Uilyam Folkner kimi ustadlarla tez-tez müqayisə edilən Kormak MakKarti 2010-cu ildəki uğurlu əsərlərinə görə bir",5,9.59 AZN,Kormak Makkarti,Yumşaq,https://static.insales-cdn.com/images/products/1/7742/705101374/medium_YOL_qapaq_curve.jpg
Ronaldonu al!,"Kitab futbolun sosial media dövründə reklam və tanıtım özəlliklərindən,böyük idman biznesinin rəqəmsal platformalara daşınmasındanbəhs edir. Oxucu futbolun və futbolçuların sosial şəbəkələrlənecə işləməli olduğunu öyrənə-öyrənə ümumilikdə",5,11.99 AZN,Mario Leo və Aleks Fon Kuçkovski,Yumşaq,https://static.insales-cdn.com/images/products/1/5134/698283022/medium_RONALDONU_AL_qapaq.jpg
Heydər Əliyevin aforizmləri: motivasiya,Bu kitab Qanun Nəşriyyatın Ulu öndər Heydər Əliyevin yüzillik yubileyi münasibətilə hazırladığı və silsilə nəşr ediləcək kitabların ilkidir.   Ulu öndər Vətəninin və xalqının,5,7.20 AZN,,Bərk,https://static.insales-cdn.com/images/products/1/2219/699377835/medium_AFORIZMLER_qapaq_tesdiq.jpg
Və dalğalandı yaddaş tarlası,Tələbə dostlar qızlı-oğlanlı Körpükəndə yay istirahətinəgedirlər. Siyasi məqalələr yazan jurnalistin gözlənilməzölümü hər şeyi alt-üst edir. Təsadüfən hadisələrin ortasınadüşən gənclər vəziyyətdən baş çıxartmağa çalışırlar.Lakin hadisələrin burulğanı,5,7.99 AZN,Orxan Həsəni,Yumşaq,https://static.insales-cdn.com/images/products/1/6741/699390549/medium_YADDASH_TARLASI_qapaq.jpg
Qara qu quşu,,5,12.79 AZN,Nassim Nikolas Taleb,Yumşaq,https://static.insales-cdn.com/images/products/1/4589/695931373/medium_QARA_QU_QUSHU_qapaq.jpg
Məsumluğumu itirərkən,"Dövrümüzün böyük biznes dahilərindən biri Riçard Bransonun qeyri-adi, tez-tez qəzəb doğuran tərcümeyi-halı. İyirmi beş ildən bir qədər çox müddət ərzində Richard Branson yüzə yaxın uğurlu",5,16.79 AZN,Riçard Branson,Yumşaq,https://static.insales-cdn.com/images/products/1/5248/695948416/medium_MESUMLUQ_qapaq.jpg
Gənc şairin dilemması,Cəlil Cavanşirin ,5,3.99 AZN,Cəlil Cavanşir,Yumşaq,https://static.insales-cdn.com/images/products/1/8181/695926773/medium_GENC_SHAIR_qapaq.jpg
Medalyonun İçi. Psixiatrın qeydləri,"Dünyada psixiatriya ilə ədəbiyyatın bir-birinə qarışdığı bir çox nümunəyə rast gəlmək mümkündür. Lakin hər bir cəmiyyətin öz normaları olduğu kimi, psixiatrik halların müxtəlifliyi və həlli",5,11.99 AZN,Gülsərən Budayıcıoğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/2117/695928901/medium_MEDALYONUN_ICI_qapaq.jpg
Maya və beşbaşlı ilan,“Maya və ifritənin büllur ürəyi” fantastik nağılından sonra müəllifin eyni janrda yazdığı “Maya və beşbaşlı ilan”ın da qəhrəmanı balaca Mayadır. Kitabda elflərin batalıq ifritəsinin tilsimindən,5,5.20 AZN,Günel İmran,Yumşaq,https://static.insales-cdn.com/images/products/1/1977/691054521/medium_2022-12-14-08-32-231670992343.jpg
Nikbinliyin sirri,Əziz və dəyərli oxucum!Yeni görüşümüzün baş tutmasına və əlinizə yenidən mənim kitabımı almağınıza görə çox şadam. Mən kiməm? Mən Səidə İkigai.  İkigai – hərfi tərcümə olunmayan yapon,5,6.39 AZN,Səidə İkigai,Yumşaq,https://static.insales-cdn.com/images/products/1/2098/694134834/medium_NIKBINLIYIN_SIRRI_qapaq.jpg
Uşaqla necə ünsiyyət saxlamalı,"Əziz və dəyərli oxucum!Yeni görüşümüzün baş tutmasına vəəlinizə üçüncü dəfə mənim kitabımı almağınızagörə çox şadam. Bu, əslində nəyinecə etmək haqqında olan bir kitab və yanəsihətlər",5,8 AZN,Səidə İkigai,Yumşaq,https://static.insales-cdn.com/images/products/1/6004/694138740/medium_USHAQLARLA_qapaq.jpg
Yadlar ölkəsi,"Gənc elzaslı Matilda Fransa ordusunda döyüşən mərakeşli AminBelaja aşiq olur. Qurtuluşdan sonra cütlük Mərakeşin qarnizonvə köçkünlər şəhəri olan Meknesə köçür. Amin daş, qaya və quraqtorpaqlardan",5,10.39 AZN,Leyla Slimani,Yumşaq,https://static.insales-cdn.com/images/products/1/3061/695921653/medium_YADLAR_OLKESI_qapaq.jpg
Günahın üç rəngi,"Gənc və yaraşıqlı bir gəncin mazoxizm ağrısı ilə rənglənmiş dünyası... Bu ağrıdan alınan həzz, ölümə yaxınlaşdıqca hiss edilən məmnunluq...   • Yaşlı, yekəqarın bir iş",5,10.39 AZN,Gülsərən Budayıcıoğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/3520/695930304/medium_GUNAHIN_UC_RENGI_qapaq.jpg
Güney Azərbaycan,London Universitetinin Tarix Araşdırmalar İnstitutunun dəvətli tədqiqatçısıProfessor Cəmil Həsənlinin oxuculara təqdim edilən bu kitabı “GüneyAzərbaycan” mövzusunda onun uzun illər apardığı elmi axtarışlarınməhsuludur. Kitab elmi-publisistik səpkidə,5,11.99 AZN,Cəmil Həsənli,Yumşaq,https://static.insales-cdn.com/images/products/1/6244/695957604/medium_GUNEY_AZERBAYCAN_qapaq.jpg
